"","early_interval","interval.ma","occurrence_no","fad","lad","accepted_name","ex","phylum","class","family","paleolat","paleolng","collection_no","reference_no"
"1880","Changhsingian",252.17,957749,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-15.26,104.61,112096,33770
"1881","Changhsingian",252.17,811627,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.24,52.12,89064,16403
"1882","Changhsingian",252.17,957199,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-15.26,104.61,112012,33770
"1883","Changhsingian",252.17,957264,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-15.26,104.61,112017,33770
"1884","Changhsingian",252.17,1036676,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.16,52.3,126988,28589
"1885","Changhsingian",252.17,1036024,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.32,52.06,126933,28589
"1886","Changhsingian",252.17,991374,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-34.84,51.65,90259,16403
"1887","Changhsingian",252.17,1035625,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.37,52.11,126889,28589
"1888","Changhsingian",252.17,991376,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.54,52.06,119554,16403
"1889","Changhsingian",252.17,991372,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.61,52.13,90251,16403
"1890","Changhsingian",252.17,957216,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-15.26,104.61,112013,33770
"1891","Changhsingian",252.17,957136,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-15.26,104.61,51425,33770
"1892","Changhsingian",252.17,811601,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.24,52.12,89061,16403
"1893","Changhsingian",252.17,991369,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.51,52.19,119677,16403
"1894","Changhsingian",252.17,1036534,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.29,52.14,126981,28589
"1895","Changhsingian",252.17,494802,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",13.38,-29.54,50009,13432
"1896","Changhsingian",252.17,774777,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-34.83,51.56,83145,16403
"1897","Changhsingian",252.17,993599,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-14.56,104.67,112129,31606
"1898","Changhsingian",252.17,494811,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",13.4,-29.53,50012,13432
"1899","Changhsingian",252.17,950509,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.6,52.18,110953,11136
"1900","Changhsingian",252.17,991367,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.59,52.23,119637,16403
"1901","Changhsingian",252.17,1035714,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.32,52.06,126897,28589
"1902","Changhsingian",252.17,1035979,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.32,52.06,126898,28589
"1903","Changhsingian",252.17,494757,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",13.35,-29.57,50001,13432
"1904","Changhsingian",252.17,494793,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",13.34,-29.58,50006,13432
"1905","Changhsingian",252.17,957587,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-15.26,104.61,112085,33770
"1906","Changhsingian",252.17,957159,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-15.26,104.61,112009,33770
"1907","Changhsingian",252.17,1035559,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.42,52.08,126883,28589
"1908","Changhsingian",252.17,957251,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-15.26,104.61,112016,33770
"1909","Changhsingian",252.17,957234,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-15.26,104.61,112015,33770
"1910","Changhsingian",252.17,494825,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",13.36,-29.54,50017,13432
"1911","Changhsingian",252.17,991371,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-34.84,51.55,119689,16403
"1912","Changhsingian",252.17,991364,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.59,52.2,119657,16403
"1913","Changhsingian",252.17,991373,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-34.83,51.56,119693,16403
"1914","Changhsingian",252.17,1036064,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.32,52.06,126934,28589
"1915","Changhsingian",252.17,957732,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-15.26,104.61,112094,33770
"1916","Changhsingian",252.17,494738,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",13.34,-29.58,50003,13432
"1917","Changhsingian",252.17,494832,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",13.33,-29.58,50018,13432
"1918","Changhsingian",252.17,991365,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.59,52.2,119659,16403
"1919","Changhsingian",252.17,1035605,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.41,52.08,126887,28589
"1920","Changhsingian",252.17,1035691,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.32,52.06,126896,28589
"1921","Changhsingian",252.17,991366,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.61,52.13,119608,16403
"1922","Changhsingian",252.17,1035531,387.7,252.17,"Euphemites",1,"Mollusca","Gastropoda","Euphemitidae",-35.42,52.08,126882,28589
"1923","Changhsingian",252.17,957217,252.17,201.3,"Euthystylus",0,"Mollusca","Gastropoda","Spirostylidae",-15.26,104.61,112013,33770
"1925","Changhsingian",252.17,1000103,358.9,252.17,"Fasciculiconcha",1,"Mollusca","Bivalvia","NoB",-12.13,105.82,121423,29755
"1926","Changhsingian",252.17,1161764,358.9,252.17,"Fasciculiconcha",1,"Mollusca","Bivalvia","NoB",-12.18,105.8,149275,36523
"1927","Changhsingian",252.17,1625613,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.05,36.31,230048,84610
"1928","Changhsingian",252.17,1625619,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.05,36.31,230050,84610
"1929","Changhsingian",252.17,1625581,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.08,36.26,230040,84610
"1930","Changhsingian",252.17,1625458,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.18,36.14,230017,84610
"1931","Changhsingian",252.17,1625624,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.05,36.31,230051,84610
"1932","Changhsingian",252.17,1625598,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.17,36.13,230044,84610
"1933","Changhsingian",252.17,1625594,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.08,36.26,230043,84610
"1934","Changhsingian",252.17,1625587,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.08,36.26,230041,84610
"1935","Changhsingian",252.17,1625628,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.05,36.31,230052,84610
"1936","Changhsingian",252.17,1625608,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.05,36.31,230047,84610
"1937","Changhsingian",252.17,1625461,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.18,36.14,230018,84610
"1938","Changhsingian",252.17,1625501,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.14,36.16,230025,84610
"1939","Changhsingian",252.17,1625465,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.14,36.16,230019,84610
"1940","Changhsingian",252.17,1467773,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.16,36.14,204984,70360
"1941","Changhsingian",252.17,1625576,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.08,36.26,230039,84610
"1942","Changhsingian",252.17,1625455,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.34,35.81,230016,84610
"1943","Changhsingian",252.17,1625634,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.05,36.31,230053,84610
"1944","Changhsingian",252.17,1625472,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.14,36.16,230020,84610
"1945","Changhsingian",252.17,1625590,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.08,36.26,230042,84610
"1946","Changhsingian",252.17,1625525,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.14,36.16,230027,84610
"1947","Changhsingian",252.17,1625485,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.14,36.16,230023,84610
"1948","Changhsingian",252.17,1625616,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.05,36.31,230049,84610
"1949","Changhsingian",252.17,1625574,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.08,36.26,230038,84610
"1950","Changhsingian",252.17,1625554,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.12,36.17,230034,84610
"1951","Changhsingian",252.17,1625491,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.14,36.16,230024,84610
"1952","Changhsingian",252.17,1625559,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.12,36.17,230035,84610
"1953","Changhsingian",252.17,1625645,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.05,36.31,230054,84610
"1954","Changhsingian",252.17,1625479,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.14,36.16,230022,84610
"1955","Changhsingian",252.17,1625561,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.12,36.17,230036,84610
"1956","Changhsingian",252.17,1625602,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.14,36.14,230045,84610
"1957","Changhsingian",252.17,1467771,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",11.68,36.38,204982,70360
"1958","Changhsingian",252.17,1625567,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.12,36.17,230037,84610
"1959","Changhsingian",252.17,1467777,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.07,36.15,204985,70360
"1960","Changhsingian",252.17,1467772,252.17,252.17,"Gardenapecten",1,"Mollusca","Bivalvia","Hunanopectinidae",12.12,36.16,204983,70360
"1961","Changhsingian",252.17,762667,252.17,0.126,"Gastrochaena",0,"Mollusca","Bivalvia","Gastrochaenidae",-35.38,52.12,81504,27333
"1962","Changhsingian",252.17,1639354,298.9,38,"Gervillia",0,"Mollusca","Bivalvia","Bakevelliidae",12.08,35.21,232368,86422
"1963","Induan",251.2,452623,298.9,38,"Gervillia",0,"Mollusca","Bivalvia","Bakevelliidae",29.71,-34.46,44495,11667
"1964","Induan",251.2,1440080,298.9,38,"Gervillia",0,"Mollusca","Bivalvia","Bakevelliidae",-14.75,106.83,201013,67174
"1965","Induan",251.2,1517603,298.9,38,"Gervillia",0,"Mollusca","Bivalvia","Bakevelliidae",53.92,22.75,211951,73251
"1966","Induan",251.2,1517608,298.9,38,"Gervillia",0,"Mollusca","Bivalvia","Bakevelliidae",53.44,23.46,211953,73251
"1967","Induan",251.2,1159617,298.9,38,"Gervillia",0,"Mollusca","Bivalvia","Bakevelliidae",-9.85,106.35,149106,36523
"1968","Induan",251.2,921367,298.9,38,"Gervillia",0,"Mollusca","Bivalvia","Bakevelliidae",26.62,-29.89,105378,27437
"1969","Induan",251.2,452612,298.9,38,"Gervillia",0,"Mollusca","Bivalvia","Bakevelliidae",29.71,-34.46,44494,11667
"1970","Induan",251.2,950582,298.9,38,"Gervillia",0,"Mollusca","Bivalvia","Bakevelliidae",-41.64,53.39,110990,36448
"1971","Induan",251.2,921380,298.9,38,"Gervillia",0,"Mollusca","Bivalvia","Bakevelliidae",28.44,-30.84,105382,27437
"1972","Changhsingian",252.17,1011729,346.7,252.17,"Girtypecten",1,"Mollusca","Bivalvia","Heteropectinidae",-14.44,111.42,123614,35242
"1973","Changhsingian",252.17,972891,346.7,252.17,"Girtypecten",1,"Mollusca","Bivalvia","Heteropectinidae",2.81,136.27,107624,33627
"1974","Changhsingian",252.17,907588,346.7,252.17,"Girtypecten",1,"Mollusca","Bivalvia","Heteropectinidae",-12.2,112.34,102131,34696
"1975","Changhsingian",252.17,855198,346.7,252.17,"Girtypecten",1,"Mollusca","Bivalvia","Heteropectinidae",-11.67,105.29,94978,30359
"1976","Changhsingian",252.17,938930,346.7,252.17,"Girtypecten",1,"Mollusca","Bivalvia","Heteropectinidae",-15.13,104.76,108550,33502
"1977","Changhsingian",252.17,494936,346.7,252.17,"Girtypecten",1,"Mollusca","Bivalvia","Heteropectinidae",-16.95,108.49,50024,13431
"1978","Changhsingian",252.17,855080,346.7,252.17,"Girtypecten",1,"Mollusca","Bivalvia","Heteropectinidae",-11.67,105.29,94970,30359
"1979","Changhsingian",252.17,981268,346.7,252.17,"Girtypecten",1,"Mollusca","Bivalvia","Heteropectinidae",-14.4,106.47,117481,33678
"1980","Changhsingian",252.17,1000104,346.7,252.17,"Girtypecten",1,"Mollusca","Bivalvia","Heteropectinidae",-12.13,105.82,121423,29755
"1981","Changhsingian",252.17,1161763,346.7,252.17,"Girtypecten",1,"Mollusca","Bivalvia","Heteropectinidae",-12.18,105.8,149275,36523
"1982","Changhsingian",252.17,1160520,346.7,252.17,"Girtypecten",1,"Mollusca","Bivalvia","Heteropectinidae",-17.05,108.91,149207,36523
"1983","Changhsingian",252.17,957750,346.7,252.17,"Girtyspira",1,"Mollusca","Bivalvia","Meekospiridae",-15.26,104.61,112096,33770
"1984","Changhsingian",252.17,615745,346.7,252.17,"Girtyspira",1,"Mollusca","Bivalvia","Meekospiridae",-16.95,108.49,56895,11689
"1985","Induan",251.2,1439903,346.7,208.5,"Glabrocingulum",0,"Mollusca","Gastropoda","Gosseletinidae",-14.74,106.83,200994,67174
"1986","Changhsingian",252.17,907925,346.7,208.5,"Glabrocingulum",0,"Mollusca","Gastropoda","Gosseletinidae",83.32,103.34,102210,27703
"1987","Induan",251.2,1347789,346.7,208.5,"Glabrocingulum",0,"Mollusca","Gastropoda","Gosseletinidae",54.76,22.9,182612,60793
"1988","Induan",251.2,1439790,346.7,208.5,"Glabrocingulum",0,"Mollusca","Gastropoda","Gosseletinidae",-14.74,106.83,200985,67174
"1989","Induan",251.2,1347788,346.7,208.5,"Glabrocingulum",0,"Mollusca","Gastropoda","Gosseletinidae",54.76,22.9,182611,60793
"1990","Induan",251.2,1440095,346.7,208.5,"Glabrocingulum",0,"Mollusca","Gastropoda","Gosseletinidae",-14.75,106.83,201013,67174
"1991","Induan",251.2,1439991,346.7,208.5,"Glabrocingulum",0,"Mollusca","Gastropoda","Gosseletinidae",-14.75,106.83,201002,67174
"1992","Changhsingian",252.17,544473,290.1,252.17,"Glyptospira",1,"Mollusca","Gastropoda","Microdomatidae",-13.97,100.35,56943,11689
"1993","Changhsingian",252.17,494847,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",13.37,-29.5,50021,13432
"1994","Changhsingian",252.17,1035681,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",-35.32,52.06,126896,28589
"1995","Changhsingian",252.17,494759,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",13.35,-29.57,50001,13432
"1996","Changhsingian",252.17,974811,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",-18.47,107.63,112365,11689
"1997","Changhsingian",252.17,494827,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",13.36,-29.54,50017,13432
"1998","Changhsingian",252.17,1035969,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",-35.32,52.06,126898,28589
"1999","Changhsingian",252.17,991310,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",-35.61,52.13,119679,16403
"2000","Changhsingian",252.17,494798,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",13.34,-29.54,50008,13432
"2001","Changhsingian",252.17,991309,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",-35.51,52.19,119675,16403
"2002","Changhsingian",252.17,991308,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",-35.54,52.06,119554,16403
"2003","Changhsingian",252.17,494740,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",13.34,-29.58,50003,13432
"2004","Changhsingian",252.17,811597,393.3,252.17,"Goniasma",1,"Mollusca","Bivalvia","Goniasmatidae",-35.24,52.12,89061,16403
"2005","Changhsingian",252.17,494937,387.7,66,"Grammatodon",0,"Mollusca","Bivalvia","Parallelodontidae",-16.95,108.49,50024,13431
"2006","Changhsingian",252.17,981262,252.17,251.2,"Guichiella",0,"Mollusca","Bivalvia","Pterineidae",-14.4,106.47,117481,33678
"2007","Induan",251.2,812961,252.17,251.2,"Guichiella",1,"Mollusca","Bivalvia","Pterineidae",-12.43,104.93,89357,29971
"2008","Changhsingian",252.17,968171,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",2.24,129.43,114536,27485
"2009","Changhsingian",252.17,855404,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-11.67,105.28,94985,30359
"2010","Changhsingian",252.17,981297,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-14.4,106.47,117483,33678
"2011","Changhsingian",252.17,957568,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-15.26,104.61,112084,33770
"2012","Changhsingian",252.17,981266,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-14.4,106.47,117481,33678
"2013","Changhsingian",252.17,1161871,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-14.49,105.56,149293,36523
"2014","Changhsingian",252.17,855347,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-11.67,105.29,94984,30359
"2015","Changhsingian",252.17,998588,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-15.54,105.64,121007,27812
"2016","Changhsingian",252.17,1161906,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-14.49,105.56,149297,36523
"2017","Changhsingian",252.17,1160607,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-17.05,108.91,149218,36523
"2018","Changhsingian",252.17,957632,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-15.26,104.61,112090,33770
"2019","Changhsingian",252.17,1000100,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-12.13,105.82,121421,29755
"2020","Changhsingian",252.17,938941,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-15.13,104.76,108551,33502
"2021","Changhsingian",252.17,998545,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-16.04,105.72,121005,27812
"2022","Changhsingian",252.17,1478025,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-16.95,108.94,206152,70702
"2023","Changhsingian",252.17,957620,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-15.26,104.61,112089,33770
"2024","Changhsingian",252.17,957599,272.3,252.17,"Guizhoupecten",1,"Mollusca","Bivalvia","Streblochondriidae",-15.26,104.61,112086,33770
"2025","Changhsingian",252.17,1036012,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-35.32,52.06,126933,28589
"2026","Changhsingian",252.17,991302,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-35.51,52.19,119677,16403
"2027","Changhsingian",252.17,956859,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-14.85,105.33,111992,33770
"2028","Changhsingian",252.17,811596,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-35.24,52.12,89061,16403
"2029","Changhsingian",252.17,544264,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-16.95,108.49,56892,11689
"2030","Changhsingian",252.17,991301,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-35.61,52.13,119608,16403
"2031","Changhsingian",252.17,991303,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-35.61,52.13,90251,16403
"2032","Changhsingian",252.17,994463,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-16.95,108.49,112397,33737
"2033","Changhsingian",252.17,1036667,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-35.16,52.3,126988,28589
"2034","Changhsingian",252.17,957672,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-15.26,104.61,112091,33770
"2035","Changhsingian",252.17,994462,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-16.95,108.49,107296,33737
"2036","Changhsingian",252.17,544244,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-16.95,108.49,56891,11689
"2037","Changhsingian",252.17,1036519,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-35.29,52.14,126981,28589
"2038","Changhsingian",252.17,956877,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-14.85,105.33,111993,33770
"2039","Changhsingian",252.17,991300,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-35.59,52.23,119637,16403
"2040","Changhsingian",252.17,991304,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-35.54,52.06,119554,16403
"2041","Changhsingian",252.17,1035677,254.17,252.17,"Guizhouspira",1,"Mollusca","Gastropoda","Gosseletinidae",-35.32,52.06,126896,28589
"2042","Changhsingian",252.17,956858,259.9,252.17,"Gujocardita",1,"Mollusca","Bivalvia","Kalenteridae",-14.85,105.33,111992,33770
"2043","Changhsingian",252.17,956715,259.9,252.17,"Gujocardita",1,"Mollusca","Bivalvia","Kalenteridae",-15.12,104.77,111981,33770
"2044","Changhsingian",252.17,957249,259.9,252.17,"Gujocardita",1,"Mollusca","Bivalvia","Kalenteridae",-15.26,104.61,112016,33770
"2045","Changhsingian",252.17,967949,259.9,252.17,"Gujocardita",1,"Mollusca","Bivalvia","Kalenteridae",2.18,129.88,114491,27485
"2046","Changhsingian",252.17,884223,259.9,252.17,"Gujocardita",1,"Mollusca","Bivalvia","Kalenteridae",-15.41,104.04,98029,33770
"2047","Changhsingian",252.17,957757,259.9,252.17,"Gujocardita",1,"Mollusca","Bivalvia","Kalenteridae",-15.26,104.61,112097,33770
"2048","Changhsingian",252.17,957662,259.9,252.17,"Gujocardita",1,"Mollusca","Bivalvia","Kalenteridae",-15.26,104.61,112091,33770
"2049","Changhsingian",252.17,1001281,268.8,252.17,"Hayasakapecten",1,"Mollusca","Bivalvia","Aviculopectinidae",-14.54,111.41,121730,33778
"2050","Changhsingian",252.17,1000102,268.8,252.17,"Hayasakapecten",1,"Mollusca","Bivalvia","Aviculopectinidae",-12.13,105.82,121422,29755
"2051","Changhsingian",252.17,1161814,268.8,252.17,"Hayasakapecten",1,"Mollusca","Bivalvia","Aviculopectinidae",-12.18,105.8,149280,36523
"2052","Changhsingian",252.17,1160554,268.8,252.17,"Hayasakapecten",1,"Mollusca","Bivalvia","Aviculopectinidae",-17.05,108.91,149214,36523
"2053","Changhsingian",252.17,544289,252.17,252.17,"Heshanietta",1,"Mollusca","Gastropoda","Orthonemidae",-16.95,108.49,56895,11689
"2054","Changhsingian",252.17,519272,295.5,251.2,"Heteropecten",0,"Mollusca","Bivalvia","Heteropectinidae",-88.33,63.21,52753,14075
"2055","Changhsingian",252.17,955145,295.5,251.2,"Heteropecten",0,"Mollusca","Bivalvia","Heteropectinidae",-13.04,115.6,111736,33176
"2056","Changhsingian",252.17,590942,295.5,251.2,"Heteropecten",0,"Mollusca","Bivalvia","Heteropectinidae",-46.49,52.74,62444,18038
"2057","Changhsingian",252.17,519273,295.5,251.2,"Heteropecten",0,"Mollusca","Bivalvia","Heteropectinidae",-88.68,70.1,52796,14075
"2058","Induan",251.2,452631,295.5,251.2,"Heteropecten",1,"Mollusca","Bivalvia","Heteropectinidae",29.54,-34.82,44496,11667
"2059","Changhsingian",252.17,955124,295.5,251.2,"Heteropecten",0,"Mollusca","Bivalvia","Heteropectinidae",-13.04,115.6,111730,33176
"2060","Changhsingian",252.17,936578,295.5,251.2,"Heteropecten",0,"Mollusca","Bivalvia","Heteropectinidae",-16.83,86.45,108196,33493
"2061","Induan",251.2,1439801,251.2,201.3,"Hoernesia",0,"Mollusca","Bivalvia","Bakevelliidae",-14.75,106.83,200987,67174
"2062","Induan",251.2,1439745,251.2,201.3,"Hoernesia",0,"Mollusca","Bivalvia","Bakevelliidae",-14.75,106.73,200982,67174
"2063","Induan",251.2,1440081,251.2,201.3,"Hoernesia",0,"Mollusca","Bivalvia","Bakevelliidae",-14.75,106.83,201013,67174
"2064","Induan",251.2,1439779,251.2,201.3,"Hoernesia",0,"Mollusca","Bivalvia","Bakevelliidae",-14.74,106.83,200985,67174
"2065","Changhsingian",252.17,575554,458.4,247.2,"Holopea",0,"Mollusca","Gastropoda","Holopeidae",-9.98,114.85,60524,17398
"2066","Changhsingian",252.17,575552,458.4,247.2,"Holopea",0,"Mollusca","Gastropoda","Holopeidae",-9.98,114.85,60523,17398
"2067","Changhsingian",252.17,811592,445.2,251.2,"Holopella",0,"Mollusca","Gastropoda","Loxonematidae",-35.24,52.12,89061,16403
"2068","Changhsingian",252.17,991246,445.2,251.2,"Holopella",0,"Mollusca","Gastropoda","Loxonematidae",-35.61,52.13,119608,16403
"2069","Induan",251.2,452533,445.2,251.2,"Holopella",1,"Mollusca","Gastropoda","Loxonematidae",12.7,36.16,44451,11624
